exports_from,exports_to,exports_year,section_id,section_name,trade_value,trade_id
usa,chn,2016,5,Mineral Products,3775731742,trade_b_110
usa,chn,2016,6,Chemical Products,9771493496,trade_b_111
usa,chn,2016,7,Plastics and Rubbers,5679120242,trade_b_112
usa,chn,2016,8,Animal Hides,1304341441,trade_b_113
usa,chn,2016,9,Wood Products,2545282614,trade_b_114
usa,chn,2016,10,Paper Goods,4271675731,trade_b_115
usa,chn,2016,11,Textiles,1387923847,trade_b_116
usa,chn,2016,12,Footwear and Headwear,103737200,trade_b_117
usa,chn,2016,13,Stone And Glass,727355007,trade_b_118
usa,chn,2016,14,Precious Metals,730140623,trade_b_119
usa,chn,2016,15,Metals,5150929017,trade_b_120
usa,chn,2016,16,Machines,22072276183,trade_b_121
usa,chn,2016,17,Transportation,24589148460,trade_b_122
usa,chn,2016,18,Instruments,10378678414,trade_b_123
usa,chn,2016,19,Weapons,401427,trade_b_124
usa,chn,2016,20,Miscellaneous,556298960,trade_b_125
