From,To,Year,Section ID,Section,HS2 ID,HS2,Trade Value,,,From,To,Year,Section ID,Section,
usa,nld,2019,11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",16889853,,,,,,,,
usa,nld,2019,11,Textiles,1160,Fabrics; knitted or crocheted,4560564,,,,,,,,
usa,nld,2019,11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,57320626,,,,,,,,
usa,nld,2019,11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,30114630,,,,,,,,
usa,nld,2019,11,Textiles,1163,Textiles rags,19873130,,,,,,,,
usa,nld,2019,12,Footwear and Headwear,1264,Footwear,24084025,,,,,,,,
usa,nld,2019,12,Footwear and Headwear,1265,Headgear and parts thereof,8285827,,,,,,,,
usa,nld,2019,12,Footwear and Headwear,1266,Umbrellas,2033658,,,,,,,,
usa,nld,2019,12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",3264184,,,,,,,,
usa,nld,2019,13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",64227888,,,,,,,,
usa,nld,2019,13,Stone And Glass,1369,Ceramic products,16922679,,,,,,,,
usa,nld,2019,13,Stone And Glass,1370,Glass and glassware,47823107,,,,,,,,
usa,nld,2019,14,Precious Metals,1471,"Precious metals, gems and jewelry",32164554,,,,,,,,
usa,nld,2019,15,Metals,1572,Iron and steel,65688117,,,,,,,,
usa,nld,2019,15,Metals,1573,Iron or steel articles,221575055,,,,,,,,
usa,nld,2019,15,Metals,1574,Copper and articles thereof,45706618,,,,,,,,
usa,nld,2019,15,Metals,1575,Nickel and articles thereof,13567144,,,,,,,,
usa,nld,2019,15,Metals,1576,Aluminium and articles thereof,51748966,,,,,,,,
usa,nld,2019,15,Metals,1578,Lead and articles thereof,807053,,,,,,,,
usa,nld,2019,15,Metals,1579,Zinc and articles thereof,349270,,,,,,,,
usa,nld,2019,15,Metals,1580,Tin; articles thereof,3021193,,,,,,,,
usa,nld,2019,15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",16902262,,,,,,,,
usa,nld,2019,15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",100026649,,,,,,,,
usa,nld,2019,15,Metals,1583,Metal; miscellaneous products of base metal,49529286,,,,,,,,
usa,nld,2019,16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",5035716716,,,,,,,,
usa,nld,2019,16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4665612364,,,,,,,,
usa,nld,2019,17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",17412821,,,,,,,,
usa,nld,2019,17,Transportation,1787,Vehicles,1281210572,,,,,,,,
usa,nld,2019,17,Transportation,1788,"Aircraft, spacecraft and parts ",1781655222,,,,,,,,
usa,nld,2019,17,Transportation,1789,"Ships, boats and floating structures",53263499,,,,,,,,
usa,nld,2019,18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",7858593459,,,,,,,,
usa,nld,2019,18,Instruments,1891,Clocks and watches and parts thereof,11968377,,,,,,,,
usa,nld,2019,18,Instruments,1892,Musical instruments; parts and accessories of such articles,57424305,,,,,,,,
usa,nld,2019,19,Weapons,1993,Arms and ammunition; parts and accessories thereof,44486011,,,,,,,,
usa,nld,2019,20,Miscellaneous,2094,Furniture,152025504,,,,,,,,
usa,nld,2019,20,Miscellaneous,2095,Toys,212658056,,,,,,,,
usa,nld,2019,20,Miscellaneous,2096,Miscellaneous manufactured articles,21742076,,,,,,,,
usa,nld,2019,21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,192494511,,,,,,,,
usa,nld,2018,1,Animal Products,101,Animals; live,7743569,,,,,,,,
usa,nld,2018,1,Animal Products,102,Meat and edible meat offal,119646663,,,,,,,,
usa,nld,2018,1,Animal Products,103,Aquatic Animals,214840130,,,,,,,,
usa,nld,2018,1,Animal Products,104,Edible Animal By-Products,6661027,,,,,,,,
usa,nld,2018,1,Animal Products,105,Other Animal Products,9992779,,,,,,,,
usa,nld,2018,2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",61791351,,,,,,,,
usa,nld,2018,2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,87081144,,,,,,,,
usa,nld,2018,2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",420079117,,,,,,,,
usa,nld,2018,2,Vegetable Products,209,"Coffee, tea, mate and spices",5129971,,,,,,,,
usa,nld,2018,2,Vegetable Products,210,Cereals,82787760,,,,,,,,
usa,nld,2018,2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",3477689,,,,,,,,
usa,nld,2018,2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1426211757,,,,,,,,
usa,nld,2018,2,Vegetable Products,213,"Lac; gums, resins and other vegetable saps and extracts",32081091,,,,,,,,
usa,nld,2018,2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2180078,,,,,,,,
usa,nld,2018,3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",237859497,,,,,,,,
usa,nld,2018,4,Foodstuffs,416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",25836780,,,,,,,,
usa,nld,2018,4,Foodstuffs,417,Sugars and sugar confectionery,23022964,,,,,,,,
usa,nld,2018,4,Foodstuffs,418,Cocoa and cocoa preparations,19071231,,,,,,,,
usa,nld,2018,4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",20657135,,,,,,,,
usa,nld,2018,4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other parts of plants",164295699,,,,,,,,
usa,nld,2018,4,Foodstuffs,421,Miscellaneous edible preparations,284403806,,,,,,,,
usa,nld,2018,4,Foodstuffs,422,"Beverages, spirits and vinegar",271816320,,,,,,,,
usa,nld,2018,4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",52233071,,,,,,,,
usa,nld,2018,4,Foodstuffs,424,Tobacco and manufactured tobacco substitutes,24285946,,,,,,,,
usa,nld,2018,5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",61258339,,,,,,,,
usa,nld,2018,5,Mineral Products,526,"Ores, slag and ash",457568816,,,,,,,,
usa,nld,2018,5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",8007660954,,,,,,,,
usa,nld,2018,6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",242311258,,,,,,,,
usa,nld,2018,6,Chemical Products,629,Organic chemicals,1723942665,,,,,,,,
usa,nld,2018,6,Chemical Products,630,Pharmaceutical products,4224938543,,,,,,,,
usa,nld,2018,6,Chemical Products,631,Fertilizers,9384213,,,,,,,,
usa,nld,2018,6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",125640352,,,,,,,,
usa,nld,2018,6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",640480491,,,,,,,,
usa,nld,2018,6,Chemical Products,634,"Soap, organic surface-active agents, others",233146291,,,,,,,,
usa,nld,2018,6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,129664060,,,,,,,,
usa,nld,2018,6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5065014,,,,,,,,
usa,nld,2018,6,Chemical Products,637,Photographic or cinematographic goods,34401326,,,,,,,,
usa,nld,2018,6,Chemical Products,638,Chemical products n.e.s.,1153661528,,,,,,,,
usa,nld,2018,7,Plastics and Rubbers,739,Plastics and articles thereof,1357192810,,,,,,,,
usa,nld,2018,7,Plastics and Rubbers,740,Rubber and rubber articles,226424595,,,,,,,,
usa,nld,2018,8,Animal Hides,841,Raw leather from different animals,5448484,,,,,,,,
usa,nld,2018,8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",37809859,,,,,,,,
usa,nld,2018,8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,37729,,,,,,,,
usa,nld,2018,9,Wood Products,944,Wood and articles of wood; wood charcoal,15947331,,,,,,,,
usa,nld,2018,9,Wood Products,945,Cork and articles of cork,34165,,,,,,,,
usa,nld,2018,9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",428784,,,,,,,,
usa,nld,2018,10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,186828561,,,,,,,,
usa,nld,2018,10,Paper Goods,1048,Paper Articles,220293859,,,,,,,,
usa,nld,2018,10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",67938106,,,,,,,,
usa,nld,2018,11,Textiles,1150,Silk,58550,,,,,,,,
usa,nld,2018,11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",296834,,,,,,,,
usa,nld,2018,11,Textiles,1152,Cotton,6835702,,,,,,,,
usa,nld,2018,11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,224108,,,,,,,,
usa,nld,2018,11,Textiles,1154,Man-made filaments,55032884,,,,,,,,
usa,nld,2018,11,Textiles,1155,Man-made staple fibres,167210383,,,,,,,,
usa,nld,2018,11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",32624342,,,,,,,,
usa,nld,2018,11,Textiles,1157,Carpets and other textile floor coverings,6469652,,,,,,,,
usa,nld,2018,11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1942320,,,,,,,,
usa,nld,2018,11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",17671058,,,,,,,,
usa,nld,2018,11,Textiles,1160,Fabrics; knitted or crocheted,5995239,,,,,,,,
usa,nld,2018,11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,54444494,,,,,,,,
usa,nld,2018,11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,31706534,,,,,,,,
usa,nld,2018,11,Textiles,1163,Textiles rags,19185387,,,,,,,,
usa,nld,2018,12,Footwear and Headwear,1264,Footwear,22342508,,,,,,,,
usa,nld,2018,12,Footwear and Headwear,1265,Headgear and parts thereof,8229127,,,,,,,,
usa,nld,2018,12,Footwear and Headwear,1266,Umbrellas,1749666,,,,,,,,
usa,nld,2018,12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",2343024,,,,,,,,
usa,nld,2018,13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",42502432,,,,,,,,
usa,nld,2018,13,Stone And Glass,1369,Ceramic products,19217855,,,,,,,,
usa,nld,2018,13,Stone And Glass,1370,Glass and glassware,43542309,,,,,,,,
usa,nld,2018,14,Precious Metals,1471,"Precious metals, gems and jewelry",94870099,,,,,,,,
usa,nld,2018,15,Metals,1572,Iron and steel,40891879,,,,,,,,
usa,nld,2018,15,Metals,1573,Iron or steel articles,244603623,,,,,,,,
usa,nld,2018,15,Metals,1574,Copper and articles thereof,66564393,,,,,,,,
usa,nld,2018,15,Metals,1575,Nickel and articles thereof,20163186,,,,,,,,
usa,nld,2018,15,Metals,1576,Aluminium and articles thereof,55395030,,,,,,,,
usa,nld,2018,15,Metals,1578,Lead and articles thereof,825463,,,,,,,,
usa,nld,2018,15,Metals,1579,Zinc and articles thereof,285626,,,,,,,,
usa,nld,2018,15,Metals,1580,Tin; articles thereof,3693491,,,,,,,,
usa,nld,2018,15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",24142458,,,,,,,,
usa,nld,2018,15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",96358430,,,,,,,,
usa,nld,2018,15,Metals,1583,Metal; miscellaneous products of base metal,48166484,,,,,,,,
usa,nld,2018,16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",5053088473,,,,,,,,
usa,nld,2018,16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4899122513,,,,,,,,
usa,nld,2018,17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",14998881,,,,,,,,
usa,nld,2018,17,Transportation,1787,Vehicles,1562526305,,,,,,,,
usa,nld,2018,17,Transportation,1788,"Aircraft, spacecraft and parts ",1282833193,,,,,,,,
usa,nld,2018,17,Transportation,1789,"Ships, boats and floating structures",28955899,,,,,,,,
usa,nld,2018,18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",7467499318,,,,,,,,
usa,nld,2018,18,Instruments,1891,Clocks and watches and parts thereof,10824400,,,,,,,,
usa,nld,2018,18,Instruments,1892,Musical instruments; parts and accessories of such articles,44965025,,,,,,,,
usa,nld,2018,19,Weapons,1993,Arms and ammunition; parts and accessories thereof,61736574,,,,,,,,
usa,nld,2018,20,Miscellaneous,2094,Furniture,136076008,,,,,,,,
usa,nld,2018,20,Miscellaneous,2095,Toys,204287015,,,,,,,,
usa,nld,2018,20,Miscellaneous,2096,Miscellaneous manufactured articles,25667950,,,,,,,,
usa,nld,2018,21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,225780448,,,,,,,,
usa,nld,2017,1,Animal Products,101,Animals; live,6435883,,,,,,,,
usa,nld,2017,1,Animal Products,102,Meat and edible meat offal,136554359,,,,,,,,
usa,nld,2017,1,Animal Products,103,Aquatic Animals,215637376,,,,,,,,
usa,nld,2017,1,Animal Products,104,Edible Animal By-Products,5709296,,,,,,,,
usa,nld,2017,1,Animal Products,105,Other Animal Products,6712588,,,,,,,,
usa,nld,2017,2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",78010242,,,,,,,,
usa,nld,2017,2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,75473556,,,,,,,,
usa,nld,2017,2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",421319473,,,,,,,,
usa,nld,2017,2,Vegetable Products,209,"Coffee, tea, mate and spices",8428224,,,,,,,,
usa,nld,2017,2,Vegetable Products,210,Cereals,42155324,,,,,,,,
usa,nld,2017,2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",3867911,,,,,,,,
usa,nld,2017,2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",962917350,,,,,,,,
usa,nld,2017,2,Vegetable Products,213,"Lac; gums, resins and other vegetable saps and extracts",18884911,,,,,,,,
usa,nld,2017,2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,979468,,,,,,,,
usa,nld,2017,3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",254809983,,,,,,,,
usa,nld,2017,4,Foodstuffs,416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",25469530,,,,,,,,
usa,nld,2017,4,Foodstuffs,417,Sugars and sugar confectionery,19239712,,,,,,,,
usa,nld,2017,4,Foodstuffs,418,Cocoa and cocoa preparations,23626389,,,,,,,,
usa,nld,2017,4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",15974777,,,,,,,,
usa,nld,2017,4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other parts of plants",210329252,,,,,,,,
usa,nld,2017,4,Foodstuffs,421,Miscellaneous edible preparations,263828582,,,,,,,,
usa,nld,2017,4,Foodstuffs,422,"Beverages, spirits and vinegar",220409415,,,,,,,,
usa,nld,2017,4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",32824314,,,,,,,,
usa,nld,2017,4,Foodstuffs,424,Tobacco and manufactured tobacco substitutes,13801370,,,,,,,,
usa,nld,2017,5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",58419347,,,,,,,,
usa,nld,2017,5,Mineral Products,526,"Ores, slag and ash",238102455,,,,,,,,
usa,nld,2017,5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",5362605338,,,,,,,,
usa,nld,2017,6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",360019647,,,,,,,,
usa,nld,2017,6,Chemical Products,629,Organic chemicals,1453580158,,,,,,,,
usa,nld,2017,6,Chemical Products,630,Pharmaceutical products,3338513805,,,,,,,,
usa,nld,2017,6,Chemical Products,631,Fertilizers,7486339,,,,,,,,
usa,nld,2017,6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",140360433,,,,,,,,
usa,nld,2017,6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",605976615,,,,,,,,
usa,nld,2017,6,Chemical Products,634,"Soap, organic surface-active agents, others",260816488,,,,,,,,
usa,nld,2017,6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,126484579,,,,,,,,
usa,nld,2017,6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3933566,,,,,,,,
usa,nld,2017,6,Chemical Products,637,Photographic or cinematographic goods,35615057,,,,,,,,
usa,nld,2017,6,Chemical Products,638,Chemical products n.e.s.,905864122,,,,,,,,
usa,nld,2017,7,Plastics and Rubbers,739,Plastics and articles thereof,1213127669,,,,,,,,
usa,nld,2017,7,Plastics and Rubbers,740,Rubber and rubber articles,247115675,,,,,,,,
usa,nld,2017,8,Animal Hides,841,Raw leather from different animals,2987766,,,,,,,,
usa,nld,2017,8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",38764805,,,,,,,,
usa,nld,2017,8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,905975,,,,,,,,
usa,nld,2017,9,Wood Products,944,Wood and articles of wood; wood charcoal,13993501,,,,,,,,
usa,nld,2017,9,Wood Products,945,Cork and articles of cork,56478,,,,,,,,
usa,nld,2017,9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",44906,,,,,,,,
usa,nld,2017,10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material,187461334,,,,,,,,
usa,nld,2017,10,Paper Goods,1048,Paper Articles,229097146,,,,,,,,
usa,nld,2017,10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",56903672,,,,,,,,
usa,nld,2017,11,Textiles,1150,Silk,73000,,,,,,,,
usa,nld,2017,11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",486290,,,,,,,,
usa,nld,2017,11,Textiles,1152,Cotton,6604672,,,,,,,,
usa,nld,2017,11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,128179,,,,,,,,
usa,nld,2017,11,Textiles,1154,Man-made filaments,73090766,,,,,,,,
usa,nld,2017,11,Textiles,1155,Man-made staple fibres,183708753,,,,,,,,
usa,nld,2017,11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",37143519,,,,,,,,
usa,nld,2017,11,Textiles,1157,Carpets and other textile floor coverings,5773613,,,,,,,,
usa,nld,2017,11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1712601,,,,,,,,
usa,nld,2017,11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",18875065,,,,,,,,
usa,nld,2017,11,Textiles,1160,Fabrics; knitted or crocheted,5275518,,,,,,,,
usa,nld,2017,11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,49112048,,,,,,,,
usa,nld,2017,11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,28465504,,,,,,,,
usa,nld,2017,11,Textiles,1163,Textiles rags,22162491,,,,,,,,
usa,nld,2017,12,Footwear and Headwear,1264,Footwear,24659917,,,,,,,,
usa,nld,2017,12,Footwear and Headwear,1265,Headgear and parts thereof,9707345,,,,,,,,
usa,nld,2017,12,Footwear and Headwear,1266,Umbrellas,1931194,,,,,,,,
usa,nld,2017,12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",2770368,,,,,,,,
usa,nld,2017,13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",70446409,,,,,,,,
usa,nld,2017,13,Stone And Glass,1369,Ceramic products,15489807,,,,,,,,
usa,nld,2017,13,Stone And Glass,1370,Glass and glassware,48006743,,,,,,,,
usa,nld,2017,14,Precious Metals,1471,"Precious metals, gems and jewelry",64931709,,,,,,,,
usa,nld,2017,15,Metals,1572,Iron and steel,46097013,,,,,,,,
usa,nld,2017,15,Metals,1573,Iron or steel articles,153718782,,,,,,,,
usa,nld,2017,15,Metals,1574,Copper and articles thereof,42262778,,,,,,,,
usa,nld,2017,15,Metals,1575,Nickel and articles thereof,15841334,,,,,,,,
usa,nld,2017,15,Metals,1576,Aluminium and articles thereof,62917416,,,,,,,,
usa,nld,2017,15,Metals,1578,Lead and articles thereof,653440,,,,,,,,
usa,nld,2017,15,Metals,1579,Zinc and articles thereof,2058245,,,,,,,,
usa,nld,2017,15,Metals,1580,Tin; articles thereof,3009079,,,,,,,,
usa,nld,2017,15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",17258345,,,,,,,,
usa,nld,2017,15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",88199867,,,,,,,,
usa,nld,2017,15,Metals,1583,Metal; miscellaneous products of base metal,50579374,,,,,,,,
usa,nld,2017,16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",4652927566,,,,,,,,
usa,nld,2017,16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4916360118,,,,,,,,
usa,nld,2017,17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",15699421,,,,,,,,
usa,nld,2017,17,Transportation,1787,Vehicles,1263650562,,,,,,,,
usa,nld,2017,17,Transportation,1788,"Aircraft, spacecraft and parts ",1923494782,,,,,,,,
usa,nld,2017,17,Transportation,1789,"Ships, boats and floating structures",31449280,,,,,,,,
usa,nld,2017,18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",6494059846,,,,,,,,
usa,nld,2017,18,Instruments,1891,Clocks and watches and parts thereof,10598828,,,,,,,,
usa,nld,2017,18,Instruments,1892,Musical instruments; parts and accessories of such articles,44420059,,,,,,,,
usa,nld,2017,19,Weapons,1993,Arms and ammunition; parts and accessories thereof,23895269,,,,,,,,
usa,nld,2017,20,Miscellaneous,2094,Furniture,118824586,,,,,,,,
usa,nld,2017,20,Miscellaneous,2095,Toys,218552040,,,,,,,,
usa,nld,2017,20,Miscellaneous,2096,Miscellaneous manufactured articles,20990468,,,,,,,,
usa,nld,2017,21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,257729500,,,,,,,,
usa,nld,2016,1,Animal Products,101,Animals; live,6475810,,,,,,,,
usa,nld,2016,1,Animal Products,102,Meat and edible meat offal,140499436,,,,,,,,
usa,nld,2016,1,Animal Products,103,Aquatic Animals,205991106,,,,,,,,
usa,nld,2016,1,Animal Products,104,Edible Animal By-Products,8688739,,,,,,,,
usa,nld,2016,1,Animal Products,105,Other Animal Products,7049033,,,,,,,,
usa,nld,2016,2,Vegetable Products,206,"Live trees, plants, bulbs, roots and cut flowers",59009183,,,,,,,,
usa,nld,2016,2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,69850538,,,,,,,,
usa,nld,2016,2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",389535028,,,,,,,,
usa,nld,2016,2,Vegetable Products,209,"Coffee, tea, mate and spices",5388467,,,,,,,,
usa,nld,2016,2,Vegetable Products,210,Cereals,21971912,,,,,,,,
usa,nld,2016,2,Vegetable Products,211,"Products of the milling industry; malt, starches, inulin, wheat gluten",3160569,,,,,,,,
usa,nld,2016,2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",923797701,,,,,,,,
usa,nld,2016,2,Vegetable Products,213,"Lac; gums, resins and other vegetable saps and extracts",11020063,,,,,,,,
usa,nld,2016,2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,907441,,,,,,,,
usa,nld,2016,3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",222590955,,,,,,,,
usa,nld,2016,4,Foodstuffs,416,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",12826701,,,,,,,,
usa,nld,2016,4,Foodstuffs,417,Sugars and sugar confectionery,17298322,,,,,,,,
usa,nld,2016,4,Foodstuffs,418,Cocoa and cocoa preparations,13719437,,,,,,,,
usa,nld,2016,4,Foodstuffs,419,"Preparations of cereals, flour, starch or milk; pastrycooks' products",15153649,,,,,,,,
usa,nld,2016,4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other parts of plants",235185439,,,,,,,,
usa,nld,2016,4,Foodstuffs,421,Miscellaneous edible preparations,253508153,,,,,,,,
usa,nld,2016,4,Foodstuffs,422,"Beverages, spirits and vinegar",217836878,,,,,,,,
usa,nld,2016,4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",32395373,,,,,,,,
usa,nld,2016,4,Foodstuffs,424,Tobacco and manufactured tobacco substitutes,34514969,,,,,,,,
usa,nld,2016,5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",51133685,,,,,,,,
usa,nld,2016,5,Mineral Products,526,"Ores, slag and ash",183663057,,,,,,,,
usa,nld,2016,5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",4491896209,,,,,,,,
usa,nld,2016,6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",340259320,,,,,,,,
usa,nld,2016,6,Chemical Products,629,Organic chemicals,1424678197,,,,,,,,
usa,nld,2016,6,Chemical Products,630,Pharmaceutical products,3934141506,,,,,,,,
usa,nld,2016,6,Chemical Products,631,Fertilizers,7159735,,,,,,,,
usa,nld,2016,6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",136429703,,,,,,,,
usa,nld,2016,6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",573204662,,,,,,,,
usa,nld,2016,6,Chemical Products,634,"Soap, organic surface-active agents, others",259527213,,,,,,,,
usa,nld,2016,6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,106429291,,,,,,,,
usa,nld,2016,6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2957402,,,,,,,,
